Date	Name	Year	Letterboxd URI	Rating	Rewatch	Tags	Watched Date	Genre	Language	Country	Director	Revenue	Budget
2020-04-28	It's Such a Beautiful Day	2012	https://boxd.it/16X447	0,00			2020-04-27	Animation	en	United States of America	Don Hertzfeldt	0	0
2020-04-28	Insomnia	2002	https://boxd.it/174rXD	3,00			2020-04-28	Crime	en	Canada	Christopher Nolan	113714830	46000000
2020-04-29	Videodrome	1983	https://boxd.it/17bxvz	0,00			2020-04-29	Horror	en	Canada	David Cronenberg	2120439	5952000
2020-04-30	What We Do in the Shadows	2014	https://boxd.it/17ipgb	4,00			2020-04-30	Comedy	en	New Zealand	Taika Waititi	6300000	1600000
2020-05-01	Drag Me to Hell	2009	https://boxd.it/17kMGv	4,00			2020-04-30	Horror	en	United States of America	Sam Raimi	90810892	30000000
2020-05-01	Tiger King	2020	https://boxd.it/17pOB3	3,50			2020-05-01	Comedy	en	United States of America	Charles Band	0	0
2020-05-03	The Gift	2015	https://boxd.it/17A0xd	3,50			2020-05-02	Thriller	en	United States of America	Joel Edgerton	58978653	5000000
2020-05-03	A Rainy Day in New York	2019	https://boxd.it/17AxBH	2,50	Yes		2020-05-02	Comedy	en	United States of America	Woody Allen	23800000	25000000
2020-05-04	Vita & Virginia	2018	https://boxd.it/17PN7X	3,50			2020-05-04	Comedy	it	Italy	Federico Fellini	19647000	0
2020-05-05	Two Lovers	2008	https://boxd.it/17XdZl	4,00			2020-05-05	Drama	en	United States of America	James Gray	16303643	9800000
2020-05-07	The Place	2017	https://boxd.it/185bID	2,50			2020-05-06	Drama	it	Italy	Paolo Genovese	0	0
2020-05-08	Honey Boy	2019	https://boxd.it/18cwDX	3,50			2020-05-07	Drama	en	United States of America	Alma Har'el	3400977	3500000
2020-05-09	Sometimes, I Think About Dying	2019	https://boxd.it/18k52L	0,00			2020-05-08	Drama	en	United States of America	Stefanie Abel Horowitz	0	0
2020-05-10	Ali: Fear Eats the Soul	1974	https://boxd.it/18qJkH	4,50			2020-05-09	Romance	de	Germany	Rainer Werner Fassbinder	0	130000
2020-05-15	Punch-Drunk Love	2002	https://boxd.it/1935nf	0,00			2020-05-15	Romance	en	United States of America	Paul Thomas Anderson	24665649	25000000
2020-05-17	The Basketball Diaries	1995	https://boxd.it/19gLI1	2,50			2020-05-16	Drama	en	United States of America	Scott Kalvert	2381087	2000000
2020-05-18	System Crasher	2019	https://boxd.it/19pq8p	4,00			2020-05-18	Drama	de	Germany	Nora Fingscheidt	0	0
2020-05-20	Tale in the Darkness	2009	https://boxd.it/19DSzV	0,00			2020-05-20	Drama	ru	Russia	Nikolay Khomeriki	0	0
2020-05-27	My Friend Dahmer	2017	https://boxd.it/1arnx5	2,50			2020-05-26	History	en	United States of America	Marc Meyers	1361611	0
2020-05-28	The Half of It	2020	https://boxd.it/1aznfr	2,50			2020-05-27	Comedy	en	United States of America	Alice Wu	0	0
2020-05-29	Unorthodox	2020	https://boxd.it/1aJnK5	3,50			2020-05-29	Documentary	en	United States of America	Marlene Melchior	0	0
2020-05-30	The Lodge	2019	https://boxd.it/1aKSfJ	3,50			2020-05-29	Drama	en	Canada	Severin Fiala	2679585	0
2020-05-31	Sicario	2015	https://boxd.it/1aR2ah	3,00			2020-05-30	Action	en	United States of America	Denis Villeneuve	84872444	30000000
2020-05-31	Inside Man	2006	https://boxd.it/1aROyB	4,00			2020-05-30	Crime	en	United States of America	Spike Lee	186003591	45000000
2020-05-31	Dragged Across Concrete	2018	https://boxd.it/1aWgZN	3,50			2020-05-31	Crime	en	Canada	S. Craig Zahler	660132	15000000
2020-06-01	Phantom Thread	2017	https://boxd.it/1aXkm3	0,00	Yes		2020-05-31	Drama	en	United States of America	Paul Thomas Anderson	47756590	35000000
2020-06-02	A Pigeon Sat on a Branch Reflecting on Existence	2014	https://boxd.it/1b4sNb	0,00			2020-06-01	Drama	sv	Sweden	Roy Andersson	1472431	0
2020-06-02	Sister	2018	https://boxd.it/1b4PSX	3,50			2020-06-01	Drama	ko	South Korea	Choi Min	0	0
2020-06-02	Carol	2015	https://boxd.it/1b9vHv	3,50			2020-06-02	Romance	en	United States of America	Todd Haynes	40272135	11800000
2020-06-06	Collateral	2004	https://boxd.it/1btwP1	3,00			2020-06-05	Drama	en	United States of America	Michael Mann	220239925	65000000
2020-06-07	At Eternity's Gate	2018	https://boxd.it/1bANR3	4,00			2020-06-06	Drama	en	United States of America	Julian Schnabel	0	0
2020-06-08	Mishima: A Life in Four Chapters	1985	https://boxd.it/1bGoMp	0,00			2020-06-07	Drama	ja	United States of America	Paul Schrader	502758	5000000
2020-06-11	The Place Beyond the Pines	2012	https://boxd.it/1c32eh	3,50			2020-06-10	Drama	en	United States of America	Derek Cianfrance	47135966	15000000
2020-06-11	Little Miss Sunshine	2006	https://boxd.it/1c6AYJ	5,00			2020-06-11	Comedy	en	United States of America	Jonathan Dayton	100523181	8000000
2020-06-12	A Separation	2011	https://boxd.it/1c8hkJ	4,00			2020-06-11	Drama	fa	Iran	Asghar Farhadi	24426169	5000000
2020-06-14	The Best Offer	2013	https://boxd.it/1cliQn	3,50			2020-06-13	Drama	it	Italy	Giuseppe Tornatore	19255873	13500000
2020-06-15	Bad Genius	2017	https://boxd.it/1csjYL	3,50			2020-06-14	Drama	th	Thailand	Nattawut Poonpiriya	42350000	1839169
2020-06-17	American Psycho	2000	https://boxd.it/1cFs7d	3,50			2020-06-16	Thriller	en	United States of America	Mary Harron	34300000	7000000
2020-06-19	Jacob's Ladder	1990	https://boxd.it/1cRV0T	3,00			2020-06-18	Drama	en	United States of America	Adrian Lyne	26118851	25000000
2020-06-20	The Florida Project	2017	https://boxd.it/1cWlBf	3,50			2020-06-19	Drama	en	United States of America	Sean Baker	11303040	2000000
2020-06-20	Safe	1995	https://boxd.it/1cYxV1	4,50			2020-06-20	Drama	en	United States of America	Todd Haynes	0	0
2020-06-21	Drive	2011	https://boxd.it/1d2z7v	4,50			2020-06-20	Drama	en	United States of America	Nicolas Winding Refn	78100000	15000000
2020-06-21	The Neon Demon	2016	https://boxd.it/1d4cNR	4,50			2020-06-20	Thriller	en	Belgium	Nicolas Winding Refn	3400000	7000000
2020-06-24	Lady Bird	2017	https://boxd.it/1dn0fL	5,00	Yes		2020-06-23	Drama	en	United States of America	Greta Gerwig	79000000	10000000
2020-06-26	The Dreamers	2003	https://boxd.it/1dxwrp	4,00			2020-06-25	Drama	en	United States of America	Bernardo Bertolucci	15100000	15000000
2020-06-28	Never Look Away	2018	https://boxd.it/1dJDCN	4,00			2020-06-27	Drama	de	Germany	Florian Henckel von Donnersmarck	4831836	0
2020-06-29	The Way Way Back	2013	https://boxd.it/1dVKsJ	3,50			2020-06-29	Comedy	en	United States of America	Jim Rash	23198652	4600000
2020-07-03	PlayTime	1967	https://boxd.it/1egght	4,00			2020-07-03	Comedy	fr	France	Jacques Tati	0	0
2020-07-04	Magnolia	1999	https://boxd.it/1eqe4R	4,00			2020-07-04	Drama	en	United States of America	Paul Thomas Anderson	48500000	37000000
2020-07-06	12 Angry Men	1957	https://boxd.it/1eA8h1	5,00			2020-07-05	Drama	en	United States of America	Sidney Lumet	1000000	350000
2020-07-08	Clueless	1995	https://boxd.it/1eRtPx	5,00			2020-07-08	Comedy	en	United States of America	Amy Heckerling	56631572	12000000
2020-07-09	Shirley	2020	https://boxd.it/1eX2VZ	0,00			2020-07-09	Drama	en	United States of America	Josephine Decker	230441	0
2020-07-10	In Bruges	2008	https://boxd.it/1eXHtn	4,50			2020-07-09	Comedy	en	United States of America	Martin McDonagh	34533783	15000000
2020-07-11	Ema	2019	https://boxd.it/1f3Ni3	3,50			2020-07-10	Drama	es	Chile	Pablo Larraín	0	0
2020-07-11	Suspiria	1977	https://boxd.it/1f5PSL	3,50			2020-07-11	Horror	it	Italy	Dario Argento	2900000	0
2020-07-13	Days of Heaven	1978	https://boxd.it/1fjWQl	0,00			2020-07-12	Drama	en	United States of America	Terrence Malick	3700000	3000000
2020-07-14	Being John Malkovich	1999	https://boxd.it/1frmC9	0,00			2020-07-13	Comedy	en	United States of America	Spike Jonze	22863596	13000000
2020-07-15	Thelma & Louise	1991	https://boxd.it/1fCiqb	4,50			2020-07-15	Drama	en	United States of America	Ridley Scott	45361000	16000000
2020-07-16	The Witch	2015	https://boxd.it/1fF3Ur	5,00			2020-07-16	Horror	en	United States of America	Robert Eggers	40423945	3500000
2020-07-17	Ghost World	2001	https://boxd.it/1fOrTP	0,00			2020-07-17	Comedy	en	United States of America	Terry Zwigoff	8800000	7000000
2020-07-19	Suspiria	2018	https://boxd.it/1fXcmT	4,50			2020-07-18	Horror	en	Italy	Luca Guadagnino	7900000	20000000
2020-07-20	Holy Motors	2012	https://boxd.it/1g521n	4,00			2020-07-19	Drama	fr	France	Leos Carax	641100	4000000
2020-07-22	Lady Bird	2017	https://boxd.it/1ggiD5	5,00	Yes		2020-07-21	Drama	en	United States of America	Greta Gerwig	79000000	10000000
2020-07-24	Goodnight Mommy	2014	https://boxd.it/1gwsml	3,50			2020-07-24	Horror	de	Austria	Severin Fiala	2193474	0
2020-08-03	The Hourglass Sanatorium	1973	https://boxd.it/1huGTt	0,00			2020-08-02	Drama	pl	Poland	Wojciech Jerzy Has	0	0
2020-08-04	American Honey	2016	https://boxd.it/1hCHi5	5,00			2020-08-04	Drama	en	United Kingdom	Andrea Arnold	2290649	3500000
2020-08-05	Midsommar	2019	https://boxd.it/1hMBYT	4,50	Yes		2020-08-05	Horror	en	United States of America	Ari Aster	48059189	9000000
2020-08-10	Cold War	2018	https://boxd.it/1ijatP	0,00			2020-08-10	Drama	pl	Poland	Paweł Pawlikowski	18754051	4954500
2020-08-11	Columbus	2017	https://boxd.it/1ikkj3	5,00	Yes		2020-08-10	Drama	en	United States of America	Kogonada	1015744	700000
2020-08-11	Mysterious Skin	2004	https://boxd.it/1ikUKJ	4,50			2020-08-10	Drama	en	United States of America	Gregg Araki	1500000	0
2020-08-12	The Kissing Booth 2	2020	https://boxd.it/1iq0aH	0,00			2020-08-11	Comedy	en	United Kingdom	Vince Marcello	0	0
2020-08-12	Kicking and Screaming	1995	https://boxd.it/1irGg5	3,50			2020-08-11	Comedy	en	United States of America	Noah Baumbach	718490	0
2020-08-12	Moonlight	2016	https://boxd.it/1ivLXh	0,00			2020-08-12	Drama	en	United States of America	Barry Jenkins	65046687	4000000
2020-08-14	The Social Network	2010	https://boxd.it/1iCZiB	0,00			2020-08-13	Drama	en	United States of America	David Fincher	224920315	40000000
2020-08-15	The Favourite	2018	https://boxd.it/1iObSD	0,00			2020-08-15	Drama	en	United Kingdom	Yorgos Lanthimos	95918706	15000000
2020-08-18	What Happened to Monday	2017	https://boxd.it/1j4inp	2,50			2020-08-17	Science Fiction	en	United Kingdom	Tommy Wirkola	27975429	20000000
2020-08-18	The Breakfast Club	1985	https://boxd.it/1j5D4v	4,00	Yes		2020-08-17	Comedy	en	United States of America	John Hughes	51525171	1000000
2020-08-19	I May Destroy You	2020	https://boxd.it/1jcHLn	5,00			2020-08-19						
2020-08-19	Birth	2004	https://boxd.it/1jfB2d	0,00			2020-08-19	Drama	en	United States of America	Jonathan Glazer	23900000	20000000
2020-08-22	Inception	2010	https://boxd.it/1jqXO1	4,00			2020-08-21	Action	en	United States of America	Christopher Nolan	825532764	160000000
2020-08-24	Normal People	2020	https://boxd.it/1jFAFF	5,00			2020-08-23	Horror	en	United States of America	Amber Rose McNeill	0	250
2020-08-25	Wake Up	2020	https://boxd.it/1jQzgL	0,00			2020-08-25	Drama	en	United States of America	Olivia Wilde	0	0
2020-08-27	Psycho	1960	https://boxd.it/1k2Osh	4,50			2020-08-26	Horror	en	United States of America	Alfred Hitchcock	32000000	806947
2020-08-31	Palm Springs	2020	https://boxd.it/1kvB8B	3,50			2020-08-31	Comedy	en	United States of America	Max Barbakow	164000	5000000
2020-09-01	Skhizein	2008	https://boxd.it/1kw0uR	0,00			2020-08-31	Drama	fr	France	Jérémy Clapin	0	0
2020-09-01	Host	2020	https://boxd.it/1kxYjr	2,50			2020-08-31	Horror	en	United Kingdom	Rob Savage	443807	100000
2020-09-01	The Strange Thing About the Johnsons	2011	https://boxd.it/1kyxrF	0,00			2020-08-31	Drama	en	United States of America	Ari Aster	0	0
2020-09-02	Locke	2013	https://boxd.it/1kDVLf	0,00			2020-09-01	Drama	en	United Kingdom	Steven Knight	4635300	2000000
2020-09-02	Phineas and Ferb: The Movie: Candace Against the Universe	2020	https://boxd.it/1kIjqt	3,00			2020-09-02	Family	en	United States of America	Bob Bowen	0	0
2020-09-03	The Big Sick	2017	https://boxd.it/1kK14j	4,00			2020-09-02	Comedy	en	United States of America	Michael Showalter	56303596	5000000
2020-09-04	Tenet	2020	https://boxd.it/1kPxvB	3,50			2020-09-03	Action	en	United States of America	Christopher Nolan	365304105	205000000
2020-09-05	Jackie	2016	https://boxd.it/1kW5P3	4,50			2020-09-04	Drama	en	France	Pablo Larraín	13960394	9000000
2020-09-06	Nightcrawler	2014	https://boxd.it/1l3S3r	4,00			2020-09-05	Crime	en	United States of America	Dan Gilroy	50300000	8500000
2020-09-06	Throw Away Your Books, Rally in the Streets	1971	https://boxd.it/1l7JAJ	0,00			2020-09-06	Drama	ja	Japan	Shūji Terayama	0	0
2020-09-07	Hotel Mumbai	2018	https://boxd.it/1l9VUP	3,50			2020-09-06	Thriller	en	Australia	Anthony Maras	16900000	25000000
2020-09-10	Isi & Ossi	2020	https://boxd.it/1lu2bH	3,00			2020-09-09	Romance	de	Germany	Oliver Kienle	0	0
2020-09-12	Synecdoche, New York	2008	https://boxd.it/1lFylL	5,00			2020-09-11	Drama	en	United States of America	Charlie Kaufman	4383538	20000000
2020-09-13	Uncut Gems	2019	https://boxd.it/1lOg83	4,00			2020-09-12	Drama	en	United States of America	Benny Safdie	50000000	19000000
2020-09-17	I'm Thinking of Ending Things	2020	https://boxd.it/1meQ5h	0,00			2020-09-17	Drama	en	United States of America	Charlie Kaufman	0	0
2020-09-18	Never Rarely Sometimes Always	2020	https://boxd.it/1mj9o1	4,00			2020-09-17	Drama	en	United States of America	Eliza Hittman	407807	0
2020-09-20	Eternal Sunshine of the Spotless Mind	2004	https://boxd.it/1muMV1	0,00			2020-09-19	Science Fiction	en	United States of America	Michel Gondry	72258126	20000000
2020-09-20	After	2019	https://boxd.it/1mvxph	1,00			2020-09-19	Romance	en	United States of America	Jenny Gage	69500000	14000000
2020-09-24	Sherlock Holmes	2009	https://boxd.it/1mWm63	3,00			2020-09-23	Action	en	Australia	Guy Ritchie	524028679	90000000
2020-09-25	The New Mutants	2020	https://boxd.it/1n0DLl	1,50			2020-09-24	Science Fiction	en	United States of America	Josh Boone	49169594	67000000
2020-09-25	House	1977	https://boxd.it/1n1WUt	0,00			2020-09-24	Comedy	ja	Japan	Nobuhiko Obayashi	0	0
2020-09-26	Five Feet Apart	2019	https://boxd.it/1n63oH	2,50			2020-09-25	Romance	en	United States of America	Justin Baldoni	92600000	7000000
2020-09-26	12 Suicidal Teens	2019	https://boxd.it/1nbpiB	2,50			2020-09-26	Mystery	ja	Japan	Yukihiko Tsutsumi	0	0
2020-09-27	Get Out	2017	https://boxd.it/1ncIN1	5,00	Yes		2020-09-26	Mystery	en	United States of America	Jordan Peele	255407969	4500000
2020-09-30	A Ghost Story	2017	https://boxd.it/1nyTYt	5,00			2020-09-30	Drama	en	United States of America	David Lowery	1929659	100000
2020-10-09	The Devil All the Time	2020	https://boxd.it/1otUmf	2,50			2020-10-08	Crime	en	United States of America	Antonio Campos	0	0
2020-10-19	Room	2015	https://boxd.it/1pDWwl	0,00			2020-10-19	Drama	en	United States of America	Lenny Abrahamson	35401758	13000000
2020-10-29	Gods	2014	https://boxd.it/1qI34Z	3,00			2020-10-28	Animation	ja	Japan	Masahiro Hosoda	50461371	0
2020-10-29	Unpregnant	2020	https://boxd.it/1qIA7H	3,00			2020-10-28	Drama	en	United States of America	Rachel Lee Goldenberg	0	0
2020-10-31	The Haunting of Bly Manor	2020	https://boxd.it/1qXqo9	3,50			2020-10-30						
2020-11-22	We Are Who We Are	2020	https://boxd.it/1taxhX	4,00			2020-11-21	Drama	fa	Iran	A. Hassan Keivan	0	0
2020-11-26	Cold War	2018	https://boxd.it/1tD7ap	0,00	Yes		2020-11-25	Drama	pl	Poland	Paweł Pawlikowski	18754051	4954500
2020-11-26	The Queen's Gambit	2020	https://boxd.it/1tE29j	4,00			2020-11-25						
2020-11-26	Tytus, Romek i A'Tomek wśród złodziei marzeń	2002	https://boxd.it/1tIx0F	3,50			2020-11-26	Animation	pl	Poland	Leszek Marek Gałysz	0	0
2020-11-28	Fantastic Mr. Fox	2009	https://boxd.it/1tS8Ut	4,50	Yes		2020-11-27	Adventure	en	United States of America	Wes Anderson	46471023	40000000
2020-12-09	She Dies Tomorrow	2020	https://boxd.it/1v9Jip	0,00			2020-12-08	Drama	en	United States of America	Amy Seimetz	398663	0
2020-12-14	Run	2020	https://boxd.it/1vDKfL	2,50			2020-12-13	Thriller	en	United States of America	Aneesh Chaganty	5184368	1700000
2020-12-14	Dead Mountain: The Dyatlov Pass Incident	2020	https://boxd.it/1vEYaR	4,00			2020-12-13						
2020-12-16	The Princess Switch	2018	https://boxd.it/1vTlu9	1,00			2020-12-15	Romance	en	United States of America	Mike Rohl	0	0
2020-12-17	The Undoing	2020	https://boxd.it/1w0AT3	3,00			2020-12-16						
2020-12-18	The Piano Teacher	2001	https://boxd.it/1w7wlP	4,50			2020-12-18	Drama	fr	France	Michael Haneke	9800000	3000000
2020-12-19	Another Round	2020	https://boxd.it/1wceG1	3,50			2020-12-18	Comedy	da	Denmark	Thomas Vinterberg	21700000	5150000
2020-12-19	Olive Kitteridge	2014	https://boxd.it/1wcHcJ	4,00			2020-12-18						
2020-12-21	The Princess Switch: Switched Again	2020	https://boxd.it/1wr9up	0,50			2020-12-20	Family	en	United Kingdom	Mike Rohl	0	10000000
2020-12-21	Us	2019	https://boxd.it/1wrZsl	4,00	Yes		2020-12-20	Horror	en	United States of America	Jordan Peele	256067149	20000000
2020-12-22	Holidate	2020	https://boxd.it/1wzpRl	1,50			2020-12-21	Comedy	en	United States of America	John Whitesell	0	0
2020-12-22	Columbus	2017	https://boxd.it/1wB6Wv	5,00	Yes		2020-12-21	Drama	en	United States of America	Kogonada	1015744	700000
2020-12-23	Fanny and Alexander	1984	https://boxd.it/1wHSO7	4,00			2020-12-22	Fantasy	sv	France	Ingmar Bergman	6800000	6000000
2020-12-26	Last Christmas	2019	https://boxd.it/1x6xQh	3,00			2020-12-25	Comedy	en	United States of America	Paul Feig	121600000	30000000
2020-12-27	The Social Dilemma	2020	https://boxd.it/1xgSP5	3,00			2020-12-26	Documentary	en	United States of America	Jeff Orlowski	0	0
2020-12-27	Se7en	1995	https://boxd.it/1xj17l	4,00			2020-12-26	Crime	en	United States of America	David Fincher	327311859	33000000
2020-12-27	The Hunt	2012	https://boxd.it/1xkkrV	0,00			2020-12-26	Drama	da	Denmark	Thomas Vinterberg	18300000	3800000
2020-12-27	Ichi the Killer	2001	https://boxd.it/1xmUa1	4,00			2020-12-27	Action	ja	Japan	Takashi Miike	80631	1400010
2020-12-28	Miss Americana	2020	https://boxd.it/1xEATr	3,50			2020-12-28	Documentary	en	United States of America	Lana Wilson	0	0
2020-12-29	Wolfwalkers	2020	https://boxd.it/1xHVOt	3,50			2020-12-28	Animation	en	France	Tomm Moore	1310720	12000000
2020-12-30	Audition	1999	https://boxd.it/1xRfID	3,00			2020-12-29	Horror	ja	Japan	Takashi Miike	359853	250000
2021-01-02	The Bitter Tears of Petra von Kant	1972	https://boxd.it/1ykHf3	0,00			2021-01-01	Drama	de	Germany	Rainer Werner Fassbinder	0	0
2021-01-04	After We Collided	2020	https://boxd.it/1yNpMV	0,50			2021-01-03	Romance	en	United States of America	Roger Kumble	48000000	14000000
2021-01-06	Soul	2020	https://boxd.it/1zb2Td	3,50			2021-01-05	Animation	en	United States of America	Pete Docter	121500000	150000000
2021-01-08	Catch Me If You Can	2002	https://boxd.it/1zrGpT	4,00			2021-01-07	Drama	en	United States of America	Steven Spielberg	352114312	52000000
2021-01-09	You Were Never Really Here	2017	https://boxd.it/1zC4MH	4,50	Yes		2021-01-09	Crime	en	United Kingdom	Lynne Ramsay	9400000	17000000
2021-01-15	Laurence Anyways	2012	https://boxd.it/1AAswX	5,00			2021-01-14	Drama	fr	Canada	Xavier Dolan	0	9500000
2021-01-17	If Anything Happens I Love You	2020	https://boxd.it/1ARFQ1	0,00			2021-01-16	Drama	en	United States of America	Will McCormack	0	0
2021-01-21	Carte Blanche	2015	https://boxd.it/1Bv4Uv	2,50			2021-01-20	Drama	pl	Poland	Jacek Lusiński	0	0
2021-01-23	Tailgate	2019	https://boxd.it/1BMY8r	0,50			2021-01-22	Thriller	nl	Netherlands	Lodewijk Crijns	0	0
2021-01-23	The Trial of the Chicago 7	2020	https://boxd.it/1BNIH3	3,00			2021-01-23	Drama	en	United States of America	Aaron Sorkin	107423	35000000
2021-01-27	Notting Hill	1999	https://boxd.it/1CopYt	2,50			2021-01-26	Romance	en	United Kingdom	Roger Michell	363889678	42000000
2021-01-31	Lady Bird	2017	https://boxd.it/1CWelX	5,00	Yes		2021-01-31	Drama	en	United States of America	Greta Gerwig	79000000	10000000
2021-02-02	In the Mood for Love	2000	https://boxd.it/1DgpXD	0,00			2021-02-01	Drama	cn	Hong Kong	Wong Kar-wai	14204632	150000
2021-02-08	Cinema Paradiso	1988	https://boxd.it/1E5APx	4,00			2021-02-07	Drama	it	Italy	Giuseppe Tornatore	11990401	5000000
2021-02-09	The Disaster Artist	2017	https://boxd.it/1Efapj	3,50			2021-02-08	Comedy	en	United States of America	James Franco	29820616	10000000
2021-02-11	Malcolm & Marie	2021	https://boxd.it/1EtYr3	3,50			2021-02-10	Drama	en	United States of America	Sam Levinson	0	2500000
2021-02-22	House of Hummingbird	2018	https://boxd.it/1G49TN	4,00			2021-02-21	Drama	ko	South Korea	Kim Bora	1041948	0
2021-02-24	To All the Boys: Always and Forever	2021	https://boxd.it/1GsJWh	2,50			2021-02-24	Romance	en	United States of America	Michael Fimognari	0	0
2021-03-07	Lady Bird	2017	https://boxd.it/1HOO0F	5,00	Yes		2021-02-27	Drama	en	United States of America	Greta Gerwig	79000000	10000000
2021-03-01	I Care a Lot	2020	https://boxd.it/1H10gl	3,50			2021-02-28	Comedy	en	United States of America	J Blakeson	0	0
2021-03-06	Call Me by Your Name	2017	https://boxd.it/1HFVqx	4,50	Yes		2021-03-05	Romance	en	United States of America	Luca Guadagnino	43143046	4000000
2021-03-07	Schindler's List	1993	https://boxd.it/1HOKwd	4,00			2021-03-06	Drama	en	United States of America	Steven Spielberg	321365567	22000000
2021-03-14	Cloverfield	2008	https://boxd.it/1IJvsT	3,00			2021-03-12	Action	en	United States of America	Matt Reeves	170764026	25000000
2021-03-14	The Shawshank Redemption	1994	https://boxd.it/1IJvR5	3,50			2021-03-13	Drama	en	United States of America	Frank Darabont	28341469	25000000
2021-03-21	A Short Film About Love	1988	https://boxd.it/1JHKTl	5,00			2021-03-20	Drama	pl	Poland	Krzysztof Kieślowski	0	0
2021-03-24	Sound of Metal	2019	https://boxd.it/1K95mB	4,50			2021-03-23	Drama	en	United States of America	Darius Marder	516520	0
2021-03-25	(500) Days of Summer	2009	https://boxd.it/1Kh6jp	3,50	Yes		2021-03-24	Comedy	en	United States of America	Marc Webb	60781545	7500000
2021-03-27	Framing Britney Spears	2021	https://boxd.it/1KvMr9	2,50			2021-03-26	Documentary	en	United States of America	Samantha Stark	0	0
2021-03-29	Nomadland	2020	https://boxd.it/1KLxEz	5,00			2021-03-28	Drama	en	United States of America	Chloé Zhao	14784114	5000000
2021-04-01	Psycho	2020	https://boxd.it/1LcqyD	3,50			2021-03-31	Horror	en	United States of America	Alfred Hitchcock	32000000	806947
2021-04-03	Minari	2020	https://boxd.it/1Ls2Ct	0,00			2021-04-02	Drama	en	United States of America	Lee Isaac Chung	12900000	2000000
2021-04-03	Sound of Metal	2019	https://boxd.it/1LuMuf	4,50	Yes		2021-04-02	Drama	en	United States of America	Darius Marder	516520	0
2021-04-04	The Great Beauty	2013	https://boxd.it/1LMz4J	4,00			2021-04-04	Drama	it	Italy	Paolo Sorrentino	24930592	9200000
2021-04-05	Irreversible	2002	https://boxd.it/1LPFOz	0,00			2021-04-04	Drama	fr	France	Gaspar Noé	6500000	3500000
2021-04-06	Decalogue I	1989	https://boxd.it/1M6jgT	4,50			2021-04-06	Drama	pl	Poland	Krzysztof Kieślowski	0	0
2021-04-10	Minari	2020	https://boxd.it/1MBSjb	4,50	Yes		2021-04-09	Drama	en	United States of America	Lee Isaac Chung	12900000	2000000
2021-04-15	Blind Chance	1987	https://boxd.it/1NjvWn	4,00			2021-04-14	Drama	pl	Poland	Krzysztof Kieślowski	0	0
2021-04-16	Black Swan	2010	https://boxd.it/1NpMwj	4,50			2021-04-15	Drama	en	United States of America	Darren Aronofsky	329400000	13000000
2021-04-17	Blade Runner	1982	https://boxd.it/1NzqXH	4,00			2021-04-16	Science Fiction	en	United States of America	Ridley Scott	41722424	28000000
2021-04-22	Judas and the Black Messiah	2021	https://boxd.it/1OhL0f	3,50			2021-04-21	Drama	en	United States of America	Shaka King	6416063	26000000
2021-04-24	The Pianist	2002	https://boxd.it/1OxQiZ	3,50			2021-04-23	Drama	en	United Kingdom	Roman Polanski	192700000	35000000
2021-05-01	Mirror	1975	https://boxd.it/1PzPPh	5,00			2021-04-30	Drama	ru	Soviet Union	Andrei Tarkovsky	119266	825370
2021-05-02	Synecdoche, New York	2008	https://boxd.it/1PH60J	5,00	Yes		2021-05-01	Drama	en	United States of America	Charlie Kaufman	4383538	20000000
2021-05-06	Mean Girls	2004	https://boxd.it/1QgZlR	5,00			2021-05-05	Drama	en	United States of America	Mark Waters	130100000	17000000
2021-05-20	Man with a Movie Camera	1929	https://boxd.it/1SaKaP	0,00			2021-05-20	Documentary	ru	Soviet Union	Dziga Vertov	0	0
2021-05-28	Perfect Blue	1997	https://boxd.it/1Tb5f1	4,50			2021-05-27	Animation	ja	Japan	Satoshi Kon	112536	830000
2021-06-08	Minding the Gap	2018	https://boxd.it/1UHmIR	5,00	Yes		2021-06-02	Documentary	en	United States of America	Liu Bing	0	0
2021-06-05	Nomadland	2020	https://boxd.it/1UhbZl	5,00	Yes		2021-06-04	Drama	en	United States of America	Chloé Zhao	14784114	5000000
2021-06-09	The Room	2003	https://boxd.it/1USLg1	5,00			2021-06-09	Drama	en	United States of America	Tommy Wiseau	1752988	6000000
2021-06-13	The Dirt	2019	https://boxd.it/1ViVlx	3,50			2021-06-12	Drama	en	United States of America	Jeff Tremaine	0	0
2021-06-14	The Conjuring	2013	https://boxd.it/1VqQCJ	3,00			2021-06-12	Horror	en	United States of America	James Wan	320400000	13000000
2021-06-15	Love, Death & Robots: Automated Customer Service	2021	https://boxd.it/1VFz2J	2,00			2021-06-15	Drama	en	United States of America	Alex Kalymnios	0	0
2021-06-15	Love, Death & Robots: Ice	2021	https://boxd.it/1VFCFJ	3,00			2021-06-15	Drama	en	United States of America	Alex Kalymnios	0	0
2021-06-17	The Exorcist	1973	https://boxd.it/1VOM6x	4,00			2021-06-16	Horror	en	United States of America	William Friedkin	441400000	12000000
2021-06-17	Love, Death & Robots: Pop Squad	2021	https://boxd.it/1VRxf1	3,00			2021-06-17	Drama	en	United States of America	Alex Kalymnios	0	0
2021-06-17	Love, Death & Robots: Snow in the Desert	2021	https://boxd.it/1VRVa5	2,00			2021-06-17	Drama	en	United States of America	Alex Kalymnios	0	0
2021-06-17	Love, Death & Robots: The Tall Grass	2021	https://boxd.it/1VS46h	3,50			2021-06-17	Drama	en	United States of America	Alex Kalymnios	0	0
