Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2023-08-19,"Red, White & Royal Blue",2023,https://boxd.it/4IJ6mb,,,,2023-08-17
2023-08-19,Past Lives,2023,https://boxd.it/4IJ7df,3.5,,,2023-08-19
2023-08-20,Barbie,2023,https://boxd.it/4IRjrT,3,,,2023-08-19
2023-08-25,Ratcatcher,1999,https://boxd.it/4KlZJp,,,,2023-08-24
2023-09-13,Reality,2023,https://boxd.it/4Q18yR,3,,,2023-08-28
2023-09-01,Jennifer's Body,2009,https://boxd.it/4MA3jB,4,,,2023-08-31
2023-09-08,The Wailing,2016,https://boxd.it/4OLslx,3.5,,,2023-09-06
2023-09-08,3-Iron,2004,https://boxd.it/4OLsK3,,,,2023-09-08
2023-09-15,Oppenheimer,2023,https://boxd.it/4QzbzV,4,,,2023-09-13
2023-09-16,Oldboy,2003,https://boxd.it/4QMw7z,4.5,,,2023-09-14
2023-09-20,Fresh,2022,https://boxd.it/4S0UgH,4,,,2023-09-19
2023-10-19,Portrait of a Lady on Fire,2019,https://boxd.it/51ayHR,5,Yes,,2023-10-18
2023-10-25,Daisy Jones & the Six,2023,https://boxd.it/531HwX,4.5,,,2023-10-23
2023-11-02,The Little Drummer Girl,2018,https://boxd.it/568Onf,3.5,,,2023-11-01
2023-11-03,Taylor Swift: The Eras Tour,2023,https://boxd.it/56hfRn,,,,2023-11-02
2023-11-05,Green Room,2015,https://boxd.it/56X9wx,,,,2023-11-04
2023-11-09,Talk to Me,2022,https://boxd.it/58cOdb,3,,,2023-11-08
2023-11-16,Buffalo '66,1998,https://boxd.it/5amLLR,,,,2023-11-15
2023-11-19,The Hunger Games: The Ballad of Songbirds & Snakes,2023,https://boxd.it/5bfVxF,5,,,2023-11-18
2023-11-21,The Hunger Games,2012,https://boxd.it/5c5R6z,3,Yes,,2023-11-20
2023-12-09,Mad Max: Fury Road,2015,https://boxd.it/5i5PSv,5,Yes,,2023-12-08
2023-12-10,Take Care of Maya,2023,https://boxd.it/5iFQ73,4,,,2023-12-09
2023-12-11,The Hunger Games: Catching Fire,2013,https://boxd.it/5iSoT5,4.5,,,2023-12-10
2023-12-17,Lessons in Chemistry,2023,https://boxd.it/5kNgMD,3.5,,,2023-12-10
2023-12-17,Akira,1988,https://boxd.it/5kNh27,3.5,,,2023-12-15
2023-12-17,"Something Left, Something Taken",2010,https://boxd.it/5kUkaR,,Yes,,2023-12-16
2023-12-17,Next Floor,2008,https://boxd.it/5kUJwt,4,Yes,,2023-12-16
2023-12-25,The Tatami Galaxy,2010,https://boxd.it/5obP3t,4,,,2023-12-16
2023-12-25,No Hard Feelings,2023,https://boxd.it/5obJVz,2,,,2023-12-23
2023-12-25,The Killer,2023,https://boxd.it/5obOjv,3,,,2023-12-24
2023-12-26,Priscilla,2023,https://boxd.it/5oAgSh,,,,2023-12-25
2023-12-27,Saltburn,2023,https://boxd.it/5pe4vZ,,,,2023-12-26
2023-12-30,Promising Young Woman,2020,https://boxd.it/5r1HPL,4,,,2023-12-29
2024-01-01,May December,2023,https://boxd.it/5swvMB,4,,,2024-01-01
2024-01-02,The Holdovers,2023,https://boxd.it/5sE1mp,4,,,2024-01-01
2024-01-04,Infinity Pool,2023,https://boxd.it/5tYHWX,,,,2024-01-03
2024-01-05,Showing Up,2022,https://boxd.it/5uGPFX,,,,2024-01-04
2024-01-09,The Boy and the Heron,2023,https://boxd.it/5xuZq7,4.5,,,2024-01-08
2024-01-09,Anatomy of a Fall,2023,https://boxd.it/5xCPs9,5,,,2024-01-09
2024-01-10,Society of the Snow,2023,https://boxd.it/5y8E79,,,,2024-01-09
2024-01-25,Poor Things,2023,https://boxd.it/5GceEL,5,,,2024-01-24
2024-01-29,The Crowded Room,2023,https://boxd.it/5I2Icl,5,,,2024-01-28
2024-02-04,The Favourite,2018,https://boxd.it/5KQmW5,4,Yes,,2024-02-03
2024-02-05,May December,2023,https://boxd.it/5Lgg8Z,5,Yes,,2024-02-04
2024-02-11,The Zone of Interest,2023,https://boxd.it/5OdytR,,,,2024-02-09
2024-02-13,All of Us Strangers,2023,https://boxd.it/5OWxc1,2,,,2024-02-12
2024-02-15,Fallen Leaves,2023,https://boxd.it/5PCSV1,,,,2024-02-14
2024-02-18,There Will Be Blood,2007,https://boxd.it/5R83SN,5,Yes,,2024-02-17
2024-02-20,Upgraded,2024,https://boxd.it/5S39Zz,1,,,2024-02-19
2024-03-02,One Day,2024,https://boxd.it/5X4FWf,3.5,,,2024-03-01
2024-03-19,Watchmen,2019,https://boxd.it/65w7kf,5,,,2024-03-19
2024-03-25,"Night Is Short, Walk on Girl",2017,https://boxd.it/67WL7v,,,,2024-03-24
2024-04-02,Monster,2023,https://boxd.it/6bEw21,4,,,2024-04-01
2024-04-11,Quiet on Set: The Dark Side of Kids TV,2024,https://boxd.it/6fDCcv,,,,2024-04-10
2024-04-21,Baby Reindeer,2024,https://boxd.it/6ju83B,,,,2024-04-20
2024-04-22,Civil War,2024,https://boxd.it/6k1fLr,,,,2024-04-21
2024-04-25,Terrorizers,1986,https://boxd.it/6l4vjj,4,,,2024-04-24
2024-04-25,Good Will Hunting,1997,https://boxd.it/6llD7p,3.5,,,2024-04-24
2024-04-28,No Country for Old Men,2007,https://boxd.it/6m8P6V,5,,,2024-04-26
2024-04-30,Challengers,2024,https://boxd.it/6njgiX,4.5,,,2024-04-29
